clip_path,recording,utt_id,start,end,duration_s,text
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u013.wav,J26DS313_R0022,J26DS313_R0022_u013,93.54,100.0,6.45,ඔව් මැඩම් මේ personal loan එකක් මේ තාරකා දිසානායක dialogue එකේ work කරන කෙනෙක්
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u014.wav,J26DS313_R0022,J26DS313_R0022_u014,101.72,105.58,3.84,තාරකා මම bank manager සුජීවා salary slip එකයි employment letter එකයි තියෙනවද
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u015.wav,J26DS313_R0022,J26DS313_R0022_u015,107.12,109.72,2.58,ඔව් සර් ඔව් මැඩම් documents ඔක්කොම මේ තියෙන්නේ
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u016.wav,J26DS313_R0022,J26DS313_R0022_u016,113.4,123.24,9.84,ආ මේ dialogue එකේ හොඳම employee කෙනෙක් ඉරේෂා debt income එක සර් මගේ දැනට වෙන loans මුකුත් නැහැ
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u017.wav,J26DS313_R0022,J26DS313_R0022_u017,126.62,136.94,10.32,හරි හරි ඒක ගොඩක් හොඳයි තාරක මම in principle approval එක දෙන්නම් final approval එක working days පහකින් විතර ගන්න පුළුවන් මෙන්න මේ number එකට call කරන්න පුළුවන් නම්
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u018.wav,J26DS313_R0022,J26DS313_R0022_u018,138.3,139.52,1.2,number එක 075 612 3456
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u019.wav,J26DS313_R0022,J26DS313_R0022_u019,147.06,149.8,2.73,thank you sir reference number එකක් තිබුනොත් හොඳයි
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u020.wav,J26DS313_R0022,J26DS313_R0022_u020,151.3,155.23,3.93,ඔව් application reference එක මේ LN2024NG00445 note කරගත්තා නේද
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u021.wav,J26DS313_R0022,J26DS313_R0022_u021,159.08,168.85,9.75,ආ LN2024NG00445 got it මම personally මේක follow කරන්නම් තාරකා documents වල copy එකක් counter එකට දෙන්න පුළුවන්ද
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u022.wav,J26DS313_R0022,J26DS313_R0022_u022,182.14,186.18,4.02,and madam thank you for choosing People's Bank Thank you godak stuthi
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u001.wav,J26DS313_R0024,J26DS313_R0024_u001,0.58,4.94,4.35,"Good afternoon, Asiri Hospital appointments division, mama Dilhani, kohomadha oputa help karanna puluwan?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u002.wav,J26DS313_R0024,J26DS313_R0024_u002,5.1,15.84,10.74,"Owu good morning madam. Mama appointment ekak schedule karaganna call kare, doctor Chamara Perera innawadha? Mata poddak dhanaganna puluwan dha next wednesday wage?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u003.wav,J26DS313_R0024,J26DS313_R0024_u003,16.96,18.96,1.98,"Sure, patient name eka kiynna puluwan dha?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u004.wav,J26DS313_R0024,J26DS313_R0024_u004,19.74,21.98,2.22,Mama madam Sanduni Vijayasinghe.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u005.wav,J26DS313_R0024,J26DS313_R0024_u005,24.58,27.87,3.27,NIC eka? NIC eka madam 199845602989.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u006.wav,J26DS313_R0024,J26DS313_R0024_u006,35.12,38.55,3.42,Date of birth? Mamama 1998 November 14th.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u007.wav,J26DS313_R0024,J26DS313_R0024_u007,41.16,44.0,2.82,"Hari, confirm una. Patient file number ekak thiyanawadha?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u008.wav,J26DS313_R0024,J26DS313_R0024_u008,44.84,50.92,6.06,"Eka mama madam, eka poddak wait karanna puluwandh nam poddak vinadiyak inna, mama poddak inna balla kiyanna."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u009.wav,J26DS313_R0024,J26DS313_R0024_u009,52.7,55.69,2.97,"Aau, madam thiyenawa. PF00234517."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u010.wav,J26DS313_R0024,J26DS313_R0024_u010,59.62,62.39,2.76,"Hari hari, contact number eka? 0778901234."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u011.wav,J26DS313_R0024,J26DS313_R0024_u011,66.88,72.46,5.58,"Okay, mama balannam Wednesday appointment eka thursday ekata shift karannadha, na thursday 3 pm kamak naddha?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u012.wav,J26DS313_R0024,J26DS313_R0024_u012,72.72,79.76,7.02,"Ayyo madam thursday eka mama office yanawa, nisa ekai wade. Friday eka availablema naddha?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u013.wav,J26DS313_R0024,J26DS313_R0024_u013,80.6,84.92,4.32,"Poddak inna, check karanna. Chamara sir Friday slot ekak thiyanawadha?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u014.wav,J26DS313_R0024,J26DS313_R0024_u014,86.8,89.94,3.12,"Friday morning ude 10 ta slot ekak open thiyanawa, Dilhani."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u015.wav,J26DS313_R0024,J26DS313_R0024_u015,92.44,97.84,5.4,"Hello madam, doctor Chamara ge assistant Yasiru, Sigureadha ude 10 ta hodhaidha?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u016.wav,J26DS313_R0024,J26DS313_R0024_u016,100.32,103.0,2.67,"Yes yes sir, Friday 10 ta perfect."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u017.wav,J26DS313_R0024,J26DS313_R0024_u017,103.5,109.06,5.55,"Okay, address eka confirm karanna nam, number 12, mama file ekata add karannam."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u018.wav,J26DS313_R0024,J26DS313_R0024_u018,110.24,121.48,11.22,"Ah ha, ayyo mama shift una, me dhan nam okey, e kiyanne address eka mama poddak shift una. Ethakota mage address eka venne number 78, Gold Road, Moratuwa."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u019.wav,J26DS313_R0024,J26DS313_R0024_u019,122.24,126.06,3.81,"Ah, okay, hari update karannam. Any other changes?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u020.wav,J26DS313_R0024,J26DS313_R0024_u020,127.0,128.41,1.41,"Na, na sir, echcharai."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u021.wav,J26DS313_R0024,J26DS313_R0024_u021,131.12,141.02,9.9,"Okay Sanduni, Friday October 18th, Dr. Chamara Perera confirmation SMS eka 0778901234 ekata yawanwa. Ane thank you so much Dilhani."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u023.wav,J26DS313_R0024,J26DS313_R0024_u023,145.18,146.98,1.8,"Okay, thank you."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0024_u024.wav,J26DS313_R0024,J26DS313_R0024_u024,148.6,149.87,1.26,"Have a good day, thank you."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u001.wav,J26DS313_R0026,J26DS313_R0026_u001,0.66,4.92,4.26,Good morning SLIIT registration counter එකට පිළිගන්නවා. මම කවින්දි. ඔබට කොහොමද help කරන්න පුළුවන්?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u002.wav,J26DS313_R0026,J26DS313_R0026_u002,6.22,11.76,5.52,ඔව් good morning මැඩම්. මට මේ IT faculty එකට register වෙන්න ඕනේ. කොහොමද දන්නේ නෑනේ register වෙන්නේ?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u003.wav,J26DS313_R0026,J26DS313_R0026_u003,12.28,14.12,1.83,Sure. First student ගේ full name එක කියන්න පුළුවන්ද?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u004.wav,J26DS313_R0026,J26DS313_R0026_u004,14.58,16.17,1.59,ඔව් මැඩම් මම මේ නිමාලි බණ්ඩාර.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u006.wav,J26DS313_R0026,J26DS313_R0026_u006,20.46,27.34,6.87,NIC එක මැඩම් දෙදාස් එකයි බිංදුවයි තුනයි හයසිය හැත්තෑවයි එක එකසිය විසිතුනයි පහ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u007.wav,J26DS313_R0026,J26DS313_R0026_u007,30.72,33.44,2.7,Date of birth එක confirm කරන්නම්. August 7th 2001 නේද?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u010.wav,J26DS313_R0026,J26DS313_R0026_u010,37.4,39.99,2.58,"Address එක මැඩම් number 45, මාලඹේ Road, කඩුවෙල."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u012.wav,J26DS313_R0026,J26DS313_R0026_u012,43.86,48.84,4.98,Contact number එක බිංදුවයි හතයි එකයි විසිතුනයි හතළිස්පහයි හයයි හතයි අට.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u013.wav,J26DS313_R0026,J26DS313_R0026_u013,50.35,51.4,1.05,Email address එකක් තියෙනවද?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u014.wav,J26DS313_R0026,J26DS313_R0026_u014,51.86,57.18,5.31,"ඔව් මැඩම්, nimali.bandara@gmail.com."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u015.wav,J26DS313_R0026,J26DS313_R0026_u015,59.78,61.15,1.35,කවින්දි system එක update වුණාද?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u016.wav,J26DS313_R0026,J26DS313_R0026_u016,63.5,66.92,3.42,ඔව් සර් update වෙනවා. මට ඒක check කරන්න දෙන්න. සොරි පොඩ්ඩක් ඉන්න.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u017.wav,J26DS313_R0026,J26DS313_R0026_u017,68.54,70.57,2.01,Okay okay. IT faculty එක නේද? Which batch?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u019.wav,J26DS313_R0026,J26DS313_R0026_u019,75.52,85.48,9.96,හරි හරි. කවින්දි එයාට IT 23 batch එකට add කරන්න. Module selection එක බලලා open වෙනවා නම් එයාට කියන්න පුළුවන්ද Friday දෙකට විතර registration portal එකට check කරන්න කියලා?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u020.wav,J26DS313_R0026,J26DS313_R0026_u020,86.48,88.4,1.92,Friday 2 o'clock ද sir?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u021.wav,J26DS313_R0026,J26DS313_R0026_u021,89.24,94.72,5.46,ඔව්. ඒක miss වුණොත් Monday අහන්න පුළුවන්. මට call කරන්න කියන්නකෝ මම ප්‍රදීප් extension number 205.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u022.wav,J26DS313_R0026,J26DS313_R0026_u022,95.58,98.97,3.39,Sure sir. Number එක note කරගන්නම්. Extension 205 නේද sir?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u024.wav,J26DS313_R0026,J26DS313_R0026_u024,102.36,109.29,6.93,"Okay නිමාලි. Registration process එක done. Student ID එක IT 23 156. ඒක email එකට යවන්නම්, nimali.bandara@gmail.com."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u025.wav,J26DS313_R0026,J26DS313_R0026_u025,113.88,115.7,1.8,"ඔව් ඔව් ඔව් ඔව් ඔව් මැඩම්, ඒක තමයි."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u026.wav,J26DS313_R0026,J26DS313_R0026_u026,116.44,122.0,5.55,"ආ හරි. කොහොමහරි problem එකක් ආවොත් counter එකට එන්න, otherwise portal එක check කරන්න. Have a good day."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0026_u027.wav,J26DS313_R0026,J26DS313_R0026_u027,122.86,124.88,2.01,Thank you so much මැඩම්. Thank you sir.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u003.wav,J26DS313_R0027,J26DS313_R0027_u003,2.1,3.68,1.56,නැහැ නැහැ. දැන් ඕගොල්ලෝ threshold එක අඩු කරාද SSCL එක?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u004.wav,J26DS313_R0027,J26DS313_R0027_u004,3.72,7.4,3.66,"නැහැ, ඒක සභාපතිතුමා මෙහෙමයි දැන් SSCL act එක pass වුණේ අප්‍රේල් මාසේ නේ."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u005.wav,J26DS313_R0027,J26DS313_R0027_u005,7.4,12.03,4.62,එතකොට ඒ act එකේ තියෙනවා පැහැදිලිවම SSCL threshold එක මිලියන හැටේ ඉඳන් මිලියන තිස්සට අඩු වෙනවා කියලා.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u009.wav,J26DS313_R0027,J26DS313_R0027_u009,16.12,19.14,3.0,එතකොට vat act එකේදී අපි ඒ අර මිලියන හැටේ ඉඳන් තිස්සට ගේන එක අපි අයින් කර ගත්තා.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u011.wav,J26DS313_R0027,J26DS313_R0027_u011,20.9,23.26,2.34,ඒක තියෙනවා පැහැදිලිව. ඒක act එක දැන් ඒක දැන් ඔය ආයේ පටලා ඇවිල්ලා.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u013.wav,J26DS313_R0027,J26DS313_R0027_u013,24.32,27.6,3.27,අධ්‍යක්ෂතුමා ඉතින් කියවුණා මේ SSCL එකත් 60 60න්මයි තියෙන්නේ කියලා.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u018.wav,J26DS313_R0027,J26DS313_R0027_u018,31.5,32.67,1.17,අන්න අම්බුන් නැහැනේ කතාව කෑගැහැව්වා.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u019.wav,J26DS313_R0027,J26DS313_R0027_u019,33.6,39.36,5.76,ඒක ඕගොල්ලෝ නේ මේ මහ ලොකු වෙන කොකුරියක් දාගත්තානේ. මොහොත වෙලාවට මම mic එකේ හිටියේ නැත්නම් පුතා මොනවා කියනවද කියලා අපිට ඇහැත් තේරෙන්නේ නැහැ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u020.wav,J26DS313_R0027,J26DS313_R0027_u020,39.88,43.72,3.84,තා පොඩ්ඩක් ඒක මම පාවිච්චි වෙනවා මොනවා කිව්වද කියලා දාන්නේ නැහැනේ. කොහොම නමුත් දැන් SSCL එක 60යි.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u022.wav,J26DS313_R0027,J26DS313_R0027_u022,44.82,45.87,1.05,SSCL එක 30යි. VAT එක 60යි.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u023.wav,J26DS313_R0027,J26DS313_R0027_u023,46.92,47.97,1.05,ඔය දෙකම එකකට එකකට ගෙනල්ලා ඉවරයි නේ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u025.wav,J26DS313_R0027,J26DS313_R0027_u025,49.5,50.52,1.02,දැන් බින්දුවට බැස්සා කියලා කිව්වේ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u029.wav,J26DS313_R0027,J26DS313_R0027_u029,52.34,53.46,1.11,withholding එකක් බින්දුවට බැස්සා කිව්වා.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u030.wav,J26DS313_R0027,J26DS313_R0027_u030,53.68,56.48,2.79,ඔබතුමාලත් අර ජාතික ලැයිස්තුවෙන් ඉඳලා එනකොට මුල අමතක වෙලා ඉන්නවා වෙන්න පුළුවන් පාරේ. කිසි අව්ලක් නැහැ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u031.wav,J26DS313_R0027,J26DS313_R0027_u031,56.54,60.1,3.54,දැන් සභාපතිතුමා මෙහෙමයි දිගුකාලීනව යනකොට ඇත්තටම SSCL කියන එක වගේ අයින් වෙලා එක tax එකට ටර්න් වෙන එක තමයි.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u032.wav,J26DS313_R0027,J26DS313_R0027_u032,60.1,61.2,1.08,ඒක ඉතින් අපි ඔබතුමාලා ඉතින් අපි ඒක හැමදාම කියන කතාවක්නේ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u033.wav,J26DS313_R0027,J26DS313_R0027_u033,61.26,62.36,1.08,නෑ ඒක එකපාර ගන්න බැහැනේ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u034.wav,J26DS313_R0027,J26DS313_R0027_u034,62.44,68.18,5.73,in revenue එක මේ කරන් යන වැඩෙන් අපිට base එක වැඩි කරන් ගියාට පසු tax rate අඩු කරන්න පුළුවන්. ඒක තමයි අපේ අතිම approach එක ඒක තමයි.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u035.wav,J26DS313_R0027,J26DS313_R0027_u035,68.86,70.9,2.04,නෑ නෑ ඒක හරි ඒක කවුරුත් අපි නැහැ කියන්නේ නැහැ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u036.wav,J26DS313_R0027,J26DS313_R0027_u036,71.0,72.58,1.56,SSCL එක හොඳ නැහැ රටට. vat එකේ 18ක් වැඩි.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u038.wav,J26DS313_R0027,J26DS313_R0027_u038,73.8,81.28,7.47,නැහැ මෙහෙමයි මම කියන්නේ දැන් SSCL එක දැන් අපි කතා කරේ ඔබතුමාලා ඉඳලා හිටලනේ එන්නේ අපේ කමිටුවට IRD එක. අපි treasury එකත් එක්ක කතා කරන් කෙරෙන එකේ එළහරකයි මී හරකයි වගේනේ දැකන්නේ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u039.wav,J26DS313_R0027,J26DS313_R0027_u039,81.44,84.66,3.21,අනික මේක mix වෙන්නෙත් නැහැ නේ SSCL එක හදන්නේ එක විදිහකට VAT එක හදන්නේ තව විදිහකට.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u040.wav,J26DS313_R0027,J26DS313_R0027_u040,85.1,87.64,2.52,එක්කෝ SSCL තියෙන්න ඕනේ නැත්නම් VAT තියෙන්න ඕනේ කියලා. දැක්ක එකක්.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u041.wav,J26DS313_R0027,J26DS313_R0027_u041,88.04,93.39,5.34,"හැබැයි අර Mr. Mifly ඕගොල්ලන්ගේ හිටපු කමිෂනර් කෙනෙක් නේ දැන් Mr. Mifly, Mifly කියලා පත්තරයට ලියන්නේ ගොඩක් මේ articles tax සම්බන්ධයෙන් දන්නවද?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u042.wav,J26DS313_R0027,J26DS313_R0027_u042,96.1,105.76,9.66,දැන් එතුමා අදහසක් දීලා තිබ්බානේ SSCL තියන්නේ කියලා trading and wholesale ඒ වගේවට vat එක දාන්න කියලා තව තව දේවල් වලට එතකොට එයාට logic එකකුත් දීලා තිබුණානේ. මම දන්නේ නැහැ ඒක ඕගොල්ලෝ හොඳට ඒක කල්පනා කරලා බලන්න වෙනවා.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u043.wav,J26DS313_R0027,J26DS313_R0027_u043,105.84,109.48,3.63,හැබැයි SSCL එකයි VAT එකයි threshold එක වෙනස් වෙයි මේක complicate වෙන එක තමයි තවදුරටත් වෙන්නේ ඒකයි මම කියන්නේ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u045.wav,J26DS313_R0027,J26DS313_R0027_u045,111.76,116.3,4.53,නෑ ඒක තමයි සභාපතිතුමා දැන් අර දැන් යනවනේ E-invoicing එක කරන්න යනවනේ දැන් ඒකේ progress එක මොකක්ද දැන් වෙනකොට?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u046.wav,J26DS313_R0027,J26DS313_R0027_u046,116.3,120.76,4.44,වෙනකොට pilot project එක complete කරලා තියෙනවා. ඊළඟට ඒක expand කරගෙන යනවා අනිත් areas වලට.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u047.wav,J26DS313_R0027,J26DS313_R0027_u047,121.72,126.74,5.01,රවි මන්ත්‍රීතුමාත් මුදල් දැමූ විදිහට ඉන්දද්දී ලොකු උත්සාහයක් ගත්තා මම හිතන්නේ ඕක දාන්න නේද අපි.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u048.wav,J26DS313_R0027,J26DS313_R0027_u048,126.9,129.5,2.58,දැන් ඒක දැන් මේ වෙනකොට පටන් අරගෙන යනවනේ දැන් සෑහෙන පටන් අරගෙන යනවා.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u049.wav,J26DS313_R0027,J26DS313_R0027_u049,129.74,133.24,3.48,ඒ කියන්නේ ඒකේ merchandise සමහර දුක චෙක් කරලා එක test run එකක් යනවා.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u050.wav,J26DS313_R0027,J26DS313_R0027_u050,133.56,140.68,7.11,ඔව් දැනට test කරලා ඒ කියන්නේ implement කරලා තියෙනවා on board කරගෙන තියෙනවා කොටසක් දැනට. ඒගොළුවන්ගේ ERP එකත් එක්ක connect කරලා තියෙනවා Remis system එක.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u052.wav,J26DS313_R0027,J26DS313_R0027_u052,142.1,143.15,1.05,Remis එක දුවන්නේ පරණ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u053.wav,J26DS313_R0027,J26DS313_R0027_u053,144.16,150.1,5.94,පරණ කියලා තියෙනවනේ ඒගොල්ලෝ වගකීමක් නැහැ. දැන් ඒකේ අලුත් system එකක් තියෙනවා කියලා දැන් කවුද ඒක ගෙනියන්නේ ඉදිරියට.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u054.wav,J26DS313_R0027,J26DS313_R0027_u054,150.16,151.67,1.5,දැනට තාම Remis එක take over කරන plan එක.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u055.wav,J26DS313_R0027,J26DS313_R0027_u055,154.59,156.38,1.77,හැබැයි දැන් Remis එක වගකීමක් ගන්නේ නැහැනේ. ඒගොල්ලෝ කියලා තියෙනවා දැන් ඕගොල්ලන්ට දුවන්න.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u056.wav,J26DS313_R0027,J26DS313_R0027_u056,156.7,158.6,1.89,නෑ දැනට තාමත් Remis එක දුවන්නේ තියෙන.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u058.wav,J26DS313_R0027,J26DS313_R0027_u058,159.64,160.83,1.17,කලින් තිබ්බම ඒක යටතේම තමයි තාම.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u059.wav,J26DS313_R0027,J26DS313_R0027_u059,162.15,163.58,1.41,අපි ඒගොල්ලන්ට මොකුත් ගෙවන්නේ නැහැ නේ ඒගොල්ලෝ වගකීමක් නැහැ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u063.wav,J26DS313_R0027,J26DS313_R0027_u063,165.2,167.18,1.98,ගොඩක් අර්ථ හොඳට තියෙන්නේ ඒගොල්ලන්ට කියලා.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u066.wav,J26DS313_R0027,J26DS313_R0027_u066,169.14,170.85,1.71,දැන් මේ DST Q එක VAT එකෙන් කීයක් ගන්නවද?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u067.wav,J26DS313_R0027,J26DS313_R0027_u067,171.78,173.8,2.01,නෑ 1% එකකට 100යි කියලා කිව්වේ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u068.wav,J26DS313_R0027,J26DS313_R0027_u068,174.14,177.2,3.06,නෑ තිබ්බට දැන් මෙතන තියෙන්නේ annual estimate 937 කියලා අපි කිව්වේ 18 කියලා නේ 1.8 billion.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0027_u069.wav,J26DS313_R0027,J26DS313_R0027_u069,177.46,180.06,2.58,මොකක්ද තව part එකක් ආ customer එකෙන්.
